C�digo;Denominaci�n;Rubro;Marca;Precio Compra
802;BURGOL GRUESO - GRANEL;CEREALES;GRANEL;8712
803;COUS COUS - GRANEL;GRANOS Y LEGUMBRES;GRANEL;26062
804;ANANA EN CUBOS NATURAL - GRANEL;DESECADOS;GRANEL;45399
805;FRUTILLAS GLASEADAS - GRANEL;DESECADOS;GRANEL;91548
806;HARINA DE ALGARROBA - GRANEL;HARINAS;GRANEL;15816
807;AZUCAR DE COCO - GRANEL;REPOSTER�A;GRANEL;83500
808;HARINA DE SOJA - GRANEL;HARINAS;GRANEL;8960
809;CLORURO DE MAGNESIO - GRANEL;VARIOS;GRANEL;10884
81;CIRUELAS D´AGGEN S/CAROZO - HERBOTECA (x Kg.);DESECADOS;HERBOTECA;13683
810;ANIS ESTRELLADO - GRANEL;SEMILLAS;GRANEL;99933
811;CHIPA SIBO X 3U - ATIPICO;SIN TACC;ATIPICO;7175
812;TE VERDE PERLADO EN HEBRAS - FINCA VICTORIA;DELICATESSEN;FINCA VICTORIA;7702
813;TABLETA HELADA DULCE DE LECHE - NOTCO;VEGANOS;NOTCO;3672
814;CAJA BLANCA REGALO - HERBOTECA;VARIOS;HERBOTECA;1686
815;TABLETA HELADA AMERICANA - NOTCO;VEGANOS;NOTCO;3672
816;TE VERDE CON ROSAS - FINCA VICTORIA;DELICATESSEN;FINCA VICTORIA;7702
817;PEPAS DE MEMBRILLO X 300GR - FELICES LAS VACAS;VEGANOS;FELICES LAS VACAS;5661
818;TE NEGRO CON FRUTOS ROJOS - FINCA VICTORIA;DELICATESSEN;FINCA VICTORIA;7702
819;COMBO PARRILLERO - GREEN DRAGON;FRESCOS Y CONGELADOS;GREEN DRAGON;13771
82;MANI JAPONES;FRUTOS SECOS;GRANEL;11117
820;GRANOLA CON FRUTOS - GRANIX;CEREALES;GRANIX;20476
821;NATURITOS FRUTOS ROJOS;CEREALES;GRANIX;21947
822;MAPLE SYRUP GOLD x 250cc;DELICATESSEN;GOLD;21295
823;TABLETA HELADA CHOCOLATE - NOTCO;VEGANOS;NOTCO;3672
824;GALLETAS AVENA Y PASAS - CACHAFAZ;PANIFICADOS;CACHAFAZ;3856
825;GALLETAS GRANOLA CON AVENA , ALMENDRA Y MANI - CACHAFAZ;PANIFICADOS;CACHAFAZ;3856
826;SINERGICO - OREGANO X 30CC - SUPPLY;LABORATORIO;SUPPLY;8563
827;FUCUS - HERBOTECA;HIERBAS MEDICINALES;HERBOTECA;7834
828;HIERBAS GRANEL MU�A MU�A;HIERBAS MEDICINALES;GRANEL;24326
829;CARDO MARIANO - HERBOTECA;HIERBAS MEDICINALES;HERBOTECA;9122
83;MANI TOSTADO CON PIEL;FRUTOS SECOS;GRANEL;9236
830;HIERBAS GRANEL PEPERINA;HIERBAS MEDICINALES;GRANEL;80977
831;HIERBAS GRANEL STEVIA;HIERBAS MEDICINALES;GRANEL;55505
832;ACEITE DE HIGADO BACALAO BLISTER- BIOFIT;LABORATORIO;BIOFIT;3768
833;COMBO PICADA X 2 - VEGANYA;VEGANOS;VEGANYA;23768
834;CAFE TOSTADO BRASIL MOLIDO X 250 GR - MORENITA;VARIOS;MORENITA;10890
835;BETONICA - HERBOTECA;HIERBAS MEDICINALES;HERBOTECA;3257
836;JAMON AHUMADO EN FETAS VL - VEGGIELAND (x U.);VEGANOS;VEGGIE LAND;7588
837;SORRENTINOS YAMANI ZAPALLOS ASADOS - YAMANI;VEGANOS;YAMANI;11995
838;MATAMBRE SIETAN RELLENO - VEGANEADAS (x U.);VEGANOS;VEGANEADAS;12038
839;DESODORANTE VVOK LAVANDA - VVOK;VEGANOS;VVOK;20487
84;MANI CRUDO - GRANEL (x Kg.);FRUTOS SECOS;GRANEL;9068
841;KOMBUCHA ROSA E HIBISCUS X 473ML;VARIOS;BRAVIA;5126
842;PASTA DE DIENTES VVOK - VVOK;VEGANOS;VVOK;20179
843;KOMBUCHA ANANA Y PIM. JAMAICA X 473ML;VARIOS;BRAVIA;5126
844;MILANESA SEITAN - GREEN DRAGON (x U.);VEGANOS;GREEN DRAGON;14281
845;RAVIOLES YAMANI ZAPALLO - YAMANI;VEGANOS;YAMANI;9439
846;JABON VVOK DETOX - VVOK;VEGANOS;VVOK;11808
847;ESPINO BLANCO - HERBOTECA;HIERBAS MEDICINALES;HERBOTECA;7318
848;JABON VVOK FRESH - VVOK;VEGANOS;VVOK;10095
849;KOMBUCHA POMELO ROSADO Y ROMERO X 473ML;VARIOS;BRAVIA;5126
85;MANI CON CASCARA - GRANEL (x Kg.);FRUTOS SECOS;GRANEL;13257
850;BOLSA VLV X 1 UNID VVOK - VIVA LA VACA;VARIOS;VIVA LA VACA;4859
851;HERBOFRASCO;VARIOS;HERBOTECA;3294
852;MORTADELA VEGANYA - VEGANYA (x U.);VEGANOS;VEGANYA;5200
853;NOT EMPANADA QUESO 336GR (x U.);VEGANOS;NOTCO;10118
854;MERMELADA SIN AZUCAR DE ARANDANO X 380GR;SIN AZ�CAR;BRUCOR;7976
855;VACIO VEGETAL X 450 GR POSTRES VEGANOS - POSTRES VEGANOS;FRESCOS Y CONGELADOS;POSTRES VEGANOS;12804
856;MERMELADA SIN AZUCAR DE FRUTILLA X 380GR;SIN AZ�CAR;BRUCOR;7976
857;ACEITE DE COCO NEUTRO X 660CC CHIA GRAAL;ACEITES COMESTIBLE;CHIA GRAAL;21214
858;MERMELADA SIN AZUCAR DE HIGO x 380GR;DULCES Y MERMELADAS;BRUCOR;7976
86;GARRAPI�ADA DE GIRASOL - GRANEL (x Kg.);DELICATESSEN;GRANEL;20683
860;DESODORANTE VVOK LIMON - VVOK;VEGANOS;VVOK;18932
861;ALOE VERA BEBIBLE SISTEMA DIGESTIVO x 500CC NATIER;LABORATORIO;NATIER;18405
862;SALAMIN SIN GLUTEN VEGANYA - VEGANYA;FRESCOS Y CONGELADOS;VEGANYA;5200
863;JUGO DE UVA X 750CC - OCIO;JUGOS;OCIO;6113
864;REGALO;VARIOS;HERBOTECA;745
865;ACEITE DE COCO VIRGEN X 500ML - GOD BLESS YOU;ACEITES COMESTIBLE;GOD BLESS YOU;30064
866;CANTIMPALO SIN GLUTEN VEGANYA - VEGANYA;VEGANOS;VEGANYA;7473
867;PANCETA X 150 GR CHIRIMOYA - CHIRIMOYA;FRESCOS Y CONGELADOS;CHIRIMOYA;5363
868;CHOCOLATE ORGANICO COLONIAL 70% X 100GR;VEGANOS;COLONIAL;11688
869;HIERBAS GRANEL TILO (x Kg.);HIERBAS MEDICINALES;GRANEL;179298
87;ACEITE DE COCO NEUTRO X 200GR - ENTRE NUTS;ACEITES COMESTIBLE;ENTRE NUTS;6224
870;HIERBAS GRANEL YERBA LARCA;HIERBAS MEDICINALES;GRANEL;38416
871;ACEITE DE CANABIS MEDICINAL 10% - FRACTAL MED URUGUAY;ACEITES COMESTIBLE;FRACTAL MED URUGUAY;52944
872;HARINA DE CEBADA - GRANEL;HARINAS;GRANEL;6362
873;JENGIBRE RAIZ - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;121827
874;AVENA TRADICIONAL X 500 GR- BIO;SIN TACC;BIO;6002
875;DULCE DE BATATA SIN AZUCAR X 400GR - ORIETA;DULCES Y MERMELADAS;ORIETA;4577
876;CITRATO MAGNESIO POLVO 150GR - NATIER;LABORATORIO;NATIER;35938
877;POTASIO 50 CAPS - NATIER;LABORATORIO;NATIER;19646
878;DULCE DE MEMBRILLO SIN AZUCAR X 400GR - ORIETA;DULCES Y MERMELADAS;ORIETA;6122
879;GRANOLA MONARCA X 1KG VEGGIE MIX;CEREALES;MONARCA;16346
88;GLICINATO DE MAGNESIO X 30 COMPR - EL NATURALISTA;LABORATORIO;EL NATURALISTA;10944
880;VITAMINA C x 50 CAPS - NATIER;LABORATORIO;NATIER;29834
881;NACHOS X 90GR - RISKY DIT;SIN TACC;RISKY DIT;2603
882;OR�GANO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;21091
883;GALLETAS VAINILLA - ANGIOLA;SIN TACC;ANGIOLA;2150
884;ACEITE MIX INSOMNIO (LAVANDA SANDALO Y NARANJO) - BIOFIT;ACEITES COSMETICOS;BIOFIT;6051
885;GINKGO BILOBA 50 CAPS. - NATIER;LABORATORIO;NATIER;21002
886;SUSPIRO DE LIMON SLICE - ATIPICO;SIN TACC;ATIPICO;9132
887;ACEITE MIX SEDANTE (BERGAMOTA GERANIO LAVANDA PATCHOULI) - BIOFIT;ACEITES COSMETICOS;BIOFIT;6051
888;GALLETAS NARANJA BA�ADAS CON CHOCOLATE - ANGIOLA;SIN TACC;ANGIOLA;4413
8888;obra social victoria;VARIOS;;26952
8889;OBRA SOCIAL TAMARA;VARIOS;;22
889;HIERBAS GRANEL TASIS;HIERBAS MEDICINALES;GRANEL;20523
89;PROBIOTICO + PREBIOTICO x 30 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;19554
890;YERBA PIPORE SUBLIME x 500gr;VARIOS;PIPORE;6297
891;AZUFRE EN BARRA (x U.);LABORATORIO;DISMAR;429
892;YERBA PIPORE DESPALADA x 500gr;VARIOS;PIPORE;6747
893;YERBA SALUS LIMON/MENTA;VARIOS;TARAGUI;3788
894;YERBA PIPORE NARANJA x 500gr;VARIOS;PIPORE;6747
895;YERBA TARAGUI SIN PALO x 500gr;VARIOS;TARAGUI;7425
896;SPAGHETTI DE ARROZ MORRON - PARTY BECK;SIN TACC;PARTY BECK;4452
897;SPAGHETTI DE ARROZ ESPINACA - PARTY BECK;SIN TACC;PARTY BECK;4452
898;SPAGHETTI ARROZ NATURAL FINO - PARTY BECK;SIN TACC;PARTY BECK;4452
899;ESTERILLA DE BAMB� PARA SUSHI - PAZMUND (x U.);JAPONESES;PAZMUND;11526
9;HONGOS OYSTER - GRANEL;DESECADOS;GRANEL;96452
90;FRUTIGRAN SALVADO X 175GR;PANIFICADOS;GRANIX;1147
900;PALITOS WARIBASHI DE BAMB� - HERBOTECA;JAPONESES;HERBOTECA;519
9000;expensas;VARIOS;;22
9001;LUZ;VARIOS;;22
901;PANCAKE PROTEICO X 450GR VAINILLA - GRANGER;REPOSTER�A;GRANGER;16423
902;TORTITAS RASPADAS PANYUCA;SIN TACC;PANYUCA;4411
903;CITRATO DE MAGNESIO SLEEP + CALM X 30 CAPS - VITAMIN WAY;LABORATORIO;VITAMIN WAY;14715
904;NOT CREAM CHEESE X 210GR - NOTCO;VEGANOS;NOTCO;5818
905;NOT CHEESE MOZZARELLA X 250G - NOTCO;VEGANOS;NOTCO;7569
906;NOT PROTEIN BAR CHOCOLATE BROWNIE - NOTCO;VEGANOS;NOTCO;2781
907;PROVOLONE X 250GR - FELICES LAS VACAS;FRESCOS Y CONGELADOS;FELICES LAS VACAS;7459
908;HIERBAS GRANEL ARRAYAN;HIERBAS MEDICINALES;GRANEL;45714
909;QUESO UNTABLE X 200GR - FELICES LAS VACAS;FRESCOS Y CONGELADOS;FELICES LAS VACAS;3504
91;ACEITE DE COCO VIRGEN ORGANICO X 200GR - ENTRE NUTS;ORGANICOS;ENTRE NUTS;10775
911;HIERBAS GRANEL ESTIGMA DE MAIZ;HIERBAS MEDICINALES;GRANEL;78364
912;HIERBAS GRANEL ESPINA COLORADA;HIERBAS MEDICINALES;GRANEL;36139
913;HIERBAS GRANEL MARCELA;HIERBAS MEDICINALES;GRANEL;26905
914;HIERBAS GRANEL CHA�AR;HIERBAS MEDICINALES;GRANEL;15508
915;ALFAJOR CHOCOLATE NEGRO - FELICES LAS VACAS;VEGANOS;FELICES LAS VACAS;1999
916;CARROTKETO SLICE - ATIPICO;SIN TACC;ATIPICO;9132
917;MILANESA DE SOJA RELLENA RICOTA NUEZ Y QUESO - SOL DEL ESTE;FRESCOS Y CONGELADOS;SOL DEL ESTE;4928
918;LE CHOC - FELICES LAS VACAS;VEGANOS;FELICES LAS VACAS;3879
919;MILANESA DE GARBANZO Y BONIATO - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;5598
92;FRUTIGRAN AVENA SESAMO AMARANTO Y GIRASOL X 185GR;PANIFICADOS;GRANIX;1457
920;CARAMELOS SIN AZUCAR SANDIA - ICY;SIN TACC;ICY;2460
921;FALAFEL 340GR - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;5647
922;HAMBURGUESA DE HONGOS - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;5442
923;INFUSION LIMON LIMA JENGIBRE Y MENTA- X 10 -SAINT GOTTARD;VARIOS;SAINT GOTTARD;4320
924;HAMBURGUESA QUINOA CARAMELIZ - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;5924
925;HAMBURGUESA QUINOA ESPINACA- MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;5924
926;MILA SABOR CARNE 2U. - FELICES LAS VACAS;FRESCOS Y CONGELADOS;FELICES LAS VACAS;4978
927;MIX DE BASTONES - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;8632
928;BOCADITO QUINOA NEGRA Y PORTOBELLO - MUNDO VEGETAL;FRESCOS Y CONGELADOS;MUNDO VEGETAL;12380
929;PASTA DENTAL AYURVEDICA ENCIAS SANAS X 100GR - SRI SRI;COSMETICA;SRI SRI;7551
93;STEVIA DULRI X 50 SOBRES - DULRI;EDULCORANTES;DULRI;4174
930;CHOCOLATE ABUNDA CON ALMENDRA Y COCO 70%;SIN TACC;ABUNDA;6927
931;MOZARELLA - FELICES LAS VACAS;FRESCOS Y CONGELADOS;FELICES LAS VACAS;8797
932;YOGURT S/AZUCAR DURAZNO - QU;FRESCOS Y CONGELADOS;QU;3299
933;YOGURT MARACUYA - QU;FRESCOS Y CONGELADOS;QU;3299
934;COLAGENO BEBIBLE BEAUTY FLEX - VITAMIN WAY;LABORATORIO;VITAMIN WAY;41777
935;TOSTADAS DE GLUTEN CON SAL - GRANEL;PANIFICADOS;GRANEL;14923
936;TOSTADAS DE GLUTEN SIN SAL - GRANEL;PANIFICADOS;GRANEL;12796
937;TOSTADAS DE GLUTEN INTEGRALES - GRANEL;PANIFICADOS;GRANEL;12796
938;TOSTADAS EDULCORADAS - GRANEL;PANIFICADOS;GRANEL;12796
939;GALLETAS AVENA Y COCO - GRANEL;PANIFICADOS;GRANEL;14802
94;STEVIA DULRI X 100 SOBRES - DULRI;EDULCORANTES;DULRI;6323
940;GALLETAS AVENA LIM�N - GRANEL;PANIFICADOS;GRANEL;14802
941;GALLETAS AVENA GRANOLA - GRANEL;PANIFICADOS;GRANEL;14802
942;GALLETAS AVENA MIEL - GRANEL;PANIFICADOS;GRANEL;14802
943;GALLETAS AVENA NARANJA - GRANEL;PANIFICADOS;GRANEL;14802
944;MARINERAS LINO Y CH�A - GRANEL;PANIFICADOS;GRANEL;13242
945;MARINERAS LINO SIN SAL - GRANEL;PANIFICADOS;GRANEL;13242
946;HIERBAS GRANEL YERBA DE LA PIEDRA;HIERBAS MEDICINALES;GRANEL;70129
947;MIEL POR 1 KILO - HERBOTECA;VARIOS;HERBOTECA;13811
948;MIEL POR 500 GRAMOS - HERBOTECA;VARIOS;HERBOTECA;7507
949;MIEL POR 250 GRAMOS - HERBOTECA;VARIOS;HERBOTECA;5107
9499;ACIDO CITRICO;VARIOS;GRANEL;17136
95;STEVIA DULRI LIQUIDA X 120 ML - DULRI;EDULCORANTES;DULRI;7295
950;JALEA REAL POR 10 GRAMOS - HERBOTECA;VARIOS;HERBOTECA;12812
9500;DULCE DE MEMBRILLO X 550GR - CALINGASTA;VARIOS;CALINGASTA;9251
951;PROP�LEOS 15CC - HERBOTECA;VARIOS;HERBOTECA;7388
952;PROP�LEOS 30CC - HERBOTECA;VARIOS;HERBOTECA;11660
953;TINTURA MADRE CIMICIFUGA - DROGUERIA ARGENTINA;LABORATORIO;DROGUERIA ARGENTINA;26523
954;COCO EN CUBOS - GRANEL;DESECADOS;GRANEL;51101
955;SHAMPU SOLIDO NEUTRO - EXTRA SUAVE X 45GR- BOTIK (x U.);VEGANOS;BOTIK;21283
956;SHAMPU SOLIDO - HERBOTECA;COSMETICA;HERBOTECA;14162
957;HIERBAS GRANEL MATICO;HIERBAS MEDICINALES;GRANEL;48693
958;CARAMELOS SIN AZUCAR MARACUYA - ICY;SIN TACC;ICY;2460
959;HAMAMELIS VIRGINICO - NATU-COR;VARIOS;NATU-COR;17973
96;CALENDULA CREMA - WELEDA;COSMETICA;WELEDA;74417
960;PAN INTEGRAL CON SEMILLAS - HERBOTECA (x U.);PANIFICADOS;HERBOTECA;2736
962;FACTURA INTEGRAL CON MEMBRILLO - HERBOTECA;PANIFICADOS;HERBOTECA;895
963;PAN DE QUESO PANYUCA;SIN TACC;PANYUCA;8273
964;PIZZETA INTEGRAL - HERBOTECA (x U.);PANIFICADOS;HERBOTECA;1032
965;PRE PIZZA INTEGRAL - HERBOTECA (x U.);PANIFICADOS;HERBOTECA;2065
966;CHOCOFLAKES - GRANIX;CEREALES;GRANIX;12984
967;COPICHOC - GRANIX;CEREALES;GRANIX;13670
968;CEREAL FREE - GRANIX;CEREALES;GRANIX;32213
969;GRANOLA CROCANTE - GRANIX;CEREALES;GRANIX;16141
97;REPELENTE DE INSECTOS X 100CC - SAVIA;COSMETICA;SAVIA;9007
970;POROTO MUNG - GRANEL;GRANOS Y LEGUMBRES;GRANEL;5515
971;BAYAS DE GOJI - GRANEL;SEMILLAS;GRANEL;63749
972;JENGIBRE MOLIDO - GRANEL;ESPECIAS Y CONDIMENTOS;GRANEL;31200
973;PAPRIKA;ESPECIAS Y CONDIMENTOS;GRANEL;40809
974;CARAMELOS NATURALES X UNIDAD;VARIOS;GRANEL;386
975;PROTECTOR SOLAR CORPORAL Y FACIAL X 100CC - SAVIA;COSMETICA;SAVIA;13101
976;ACEITE NEUTRO PARA MASAJES X 250CC - AROMATERAPIA MAGICA;ACEITES COSMETICOS;AROMATERAPIA MAGICA;9086
977;HUMMUS CLASICO X 100GR - GRANIX;VARIOS;GRANIX;1759
978;BALSAMO LABIAL 5GR - SAVIA;COSMETICA;SAVIA;6550
979;POMADA JARILLA CANNABIS X 30GR - SAVIA;COSMETICA;SAVIA;12555
98;CERA DEPILATORIA EL NATURALISTA X 400GRS - EL NATURALISTA;COSMETICA;EL NATURALISTA;10901
980;OLEUM FACIAL-CORPORAL-CAPILAR - BOTIK;COSMETICA;BOTIK;39248
981;HUMMUS CON REMOLACHA Y ZANAHORIA - GRANIX;VARIOS;GRANIX;1759
982;PRE PIZZA GRANDE PANYUCA;SIN TACC;PANYUCA;5429
983;PRE PIZZA CHICA PANYUCA;SIN TACC;PANYUCA;4581
984;TRIGO SARRACENO GRANEL;GRANOS Y LEGUMBRES;GRANEL;10900
985;HIERBAS GRANEL AQUILEA;HIERBAS MEDICINALES;GRANEL;43657
986;HUMMUS CON ESPECIAS X 100GR - GRANIX;VARIOS;GRANIX;1759
987;ARROPE DE CHA�AR X 600 GR.;DULCES Y MERMELADAS;MUPAY;19576
988;PASTA FROLA PANYUCA;SIN TACC;PANYUCA;4559
989;REDUCTORA;LABORATORIO;PIPER POL;13143
99;SPAGHETTI ARROZ NATURAL GRUESO - PARTY BECK;SIN TACC;PARTY BECK;4452
990;EXTRACTO DE VAINILLA NATURAL X 250CC - EL CASTILLO;REPOSTER�A;EL CASTILLO;18986
991;HIERBAS GRANEL MALVA;HIERBAS MEDICINALES;GRANEL;30934
992;ESPINACA EN POLVO;DESECADOS;GRANEL;125770
993;CHUKER X 500 CC - CHUKER;EDULCORANTES;CHUKER;3280
994;EQUALSWEET SUCRALOSA X 50 - EQUALSWEET;EDULCORANTES;EQUALSWEET;4486
995;EQUALSWEET X 50 - EQUALSWEET;EDULCORANTES;EQUALSWEET;2523
996;EQUALSWEET X 100 - EQUALSWEET;EDULCORANTES;EQUALSWEET;4302
997;GALLETA DE ARROZ DULCE X 150 GRS CARILO - CARILO;SIN TACC;CARILO;2009
998;GALLETAS DE ARROZ ORIGINAL X 150 GR - CARILO;SIN TACC;CARILO;2325
999;GALLETA DE ARROZ SIN SAL X 150 GR CARILO - CARILO;SIN TACC;CARILO;2325
